segment,feature,kpi,spearman_corr,abs_corr,n,is_strong,insight
vertical=fintech,logo_in_top_left,ctr_decay_pct,0.08005404294992537,0.08005404294992537,180,0,"In vertical=fintech, higher logo_in_top_left is associated with higher ctr_decay_pct (spearman=0.080, n=180)."
vertical=entertainment,headline_y_relative,cvr_decay_pct,0.07989215537402904,0.07989215537402904,180,0,"In vertical=entertainment, higher headline_y_relative is associated with higher cvr_decay_pct (spearman=0.080, n=180)."
vertical=fintech,has_price_text,overall_ctr,0.07985016907105819,0.07985016907105819,180,0,"In vertical=fintech, higher has_price_text is associated with higher overall_ctr (spearman=0.080, n=180)."
vertical=gaming,bottom_zone_element_count,cvr_decay_pct,-0.07937925780949669,0.07937925780949669,180,0,"In vertical=gaming, higher bottom_zone_element_count is associated with lower cvr_decay_pct (spearman=-0.079, n=180)."
vertical=gaming,has_promo_text,overall_roas,0.07894663109005612,0.07894663109005612,180,0,"In vertical=gaming, higher has_promo_text is associated with higher overall_roas (spearman=0.079, n=180)."
vertical=gaming,badge_y_relative,ctr_decay_pct,-0.0788479047580636,0.0788479047580636,180,0,"In vertical=gaming, higher badge_y_relative is associated with lower ctr_decay_pct (spearman=-0.079, n=180)."
vertical=gaming,brand_visibility_meta,overall_cvr,0.07849857093065901,0.07849857093065901,180,0,"In vertical=gaming, higher brand_visibility_meta is associated with higher overall_cvr (spearman=0.078, n=180)."
vertical=food_delivery,top_zone_element_count,cvr_decay_pct,-0.07841104514852063,0.07841104514852063,180,0,"In vertical=food_delivery, higher top_zone_element_count is associated with lower cvr_decay_pct (spearman=-0.078, n=180)."
vertical=travel,image_aspect_ratio,overall_roas,0.07839607133908197,0.07839607133908197,180,0,"In vertical=travel, higher image_aspect_ratio is associated with higher overall_roas (spearman=0.078, n=180)."
vertical=gaming,headline_y_relative,overall_roas,0.07836137795764049,0.07836137795764049,180,0,"In vertical=gaming, higher headline_y_relative is associated with higher overall_roas (spearman=0.078, n=180)."
vertical=fintech,grounded_element_count,overall_ipm,-0.07831972716560948,0.07831972716560948,180,0,"In vertical=fintech, higher grounded_element_count is associated with lower overall_ipm (spearman=-0.078, n=180)."
vertical=entertainment,has_discount_text,perf_score,0.0782142356788433,0.0782142356788433,180,0,"In vertical=entertainment, higher has_discount_text is associated with higher perf_score (spearman=0.078, n=180)."
vertical=travel,bottom_zone_element_count,overall_roas,0.07821299099286719,0.07821299099286719,180,0,"In vertical=travel, higher bottom_zone_element_count is associated with higher overall_roas (spearman=0.078, n=180)."
vertical=fintech,badge_y_relative,ctr_decay_pct,0.07821176739703252,0.07821176739703252,180,0,"In vertical=fintech, higher badge_y_relative is associated with higher ctr_decay_pct (spearman=0.078, n=180)."
vertical=travel,avg_text_area_rel,overall_ctr,0.07781104355072688,0.07781104355072688,180,0,"In vertical=travel, higher avg_text_area_rel is associated with higher overall_ctr (spearman=0.078, n=180)."
vertical=food_delivery,has_price_text,overall_ctr,0.07740860199381623,0.07740860199381623,180,0,"In vertical=food_delivery, higher has_price_text is associated with higher overall_ctr (spearman=0.077, n=180)."
vertical=ecommerce,cta_y_relative,perf_score,-0.07726954484777354,0.07726954484777354,180,0,"In vertical=ecommerce, higher cta_y_relative is associated with lower perf_score (spearman=-0.077, n=180)."
vertical=ecommerce,ocr_element_count,cvr_decay_pct,-0.07723413138975269,0.07723413138975269,180,0,"In vertical=ecommerce, higher ocr_element_count is associated with lower cvr_decay_pct (spearman=-0.077, n=180)."
vertical=fintech,has_discount_text,overall_cvr,0.07718437587974304,0.07718437587974304,180,0,"In vertical=fintech, higher has_discount_text is associated with higher overall_cvr (spearman=0.077, n=180)."
vertical=gaming,grounded_element_count,overall_ipm,0.07705245894393946,0.07705245894393946,180,0,"In vertical=gaming, higher grounded_element_count is associated with higher overall_ipm (spearman=0.077, n=180)."
vertical=entertainment,brand_visibility_meta,cvr_decay_pct,0.0770158320003841,0.0770158320003841,180,0,"In vertical=entertainment, higher brand_visibility_meta is associated with higher cvr_decay_pct (spearman=0.077, n=180)."
vertical=ecommerce,image_aspect_ratio,cvr_decay_pct,-0.07693750017217574,0.07693750017217574,180,0,"In vertical=ecommerce, higher image_aspect_ratio is associated with lower cvr_decay_pct (spearman=-0.077, n=180)."
vertical=fintech,has_promo_text,overall_roas,-0.0769235448689543,0.0769235448689543,180,0,"In vertical=fintech, higher has_promo_text is associated with lower overall_roas (spearman=-0.077, n=180)."
vertical=food_delivery,brand_visibility_meta,ctr_decay_pct,-0.07678129297926142,0.07678129297926142,180,0,"In vertical=food_delivery, higher brand_visibility_meta is associated with lower ctr_decay_pct (spearman=-0.077, n=180)."
vertical=gaming,has_discount_badge_meta,overall_roas,0.07664402899054193,0.07664402899054193,180,0,"In vertical=gaming, higher has_discount_badge_meta is associated with higher overall_roas (spearman=0.077, n=180)."
vertical=food_delivery,middle_zone_element_count,overall_ipm,0.07664310171977358,0.07664310171977358,180,0,"In vertical=food_delivery, higher middle_zone_element_count is associated with higher overall_ipm (spearman=0.077, n=180)."
vertical=gaming,text_density_meta,overall_cvr,0.07658017104993588,0.07658017104993588,180,0,"In vertical=gaming, higher text_density_meta is associated with higher overall_cvr (spearman=0.077, n=180)."
vertical=gaming,has_promo_text,ctr_decay_pct,0.07646190164230042,0.07646190164230042,180,0,"In vertical=gaming, higher has_promo_text is associated with higher ctr_decay_pct (spearman=0.076, n=180)."
vertical=fintech,headline_area_relative,ctr_decay_pct,0.07637796041036173,0.07637796041036173,180,0,"In vertical=fintech, higher headline_area_relative is associated with higher ctr_decay_pct (spearman=0.076, n=180)."
vertical=gaming,text_density_meta,overall_roas,0.07626840945714645,0.07626840945714645,180,0,"In vertical=gaming, higher text_density_meta is associated with higher overall_roas (spearman=0.076, n=180)."
vertical=entertainment,subhead_y_relative,overall_ipm,-0.07618673581144536,0.07618673581144536,180,0,"In vertical=entertainment, higher subhead_y_relative is associated with lower overall_ipm (spearman=-0.076, n=180)."
vertical=fintech,cta_headline_distance,cvr_decay_pct,-0.07593247422655948,0.07593247422655948,180,0,"In vertical=fintech, higher cta_headline_distance is associated with lower cvr_decay_pct (spearman=-0.076, n=180)."
vertical=entertainment,has_promo_text,overall_roas,0.075773078086293,0.075773078086293,180,0,"In vertical=entertainment, higher has_promo_text is associated with higher overall_roas (spearman=0.076, n=180)."
vertical=ecommerce,grounded_element_count,overall_roas,-0.07574408859193307,0.07574408859193307,180,0,"In vertical=ecommerce, higher grounded_element_count is associated with lower overall_roas (spearman=-0.076, n=180)."
vertical=ecommerce,avg_text_area_rel,perf_score,0.07568348373254594,0.07568348373254594,180,0,"In vertical=ecommerce, higher avg_text_area_rel is associated with higher perf_score (spearman=0.076, n=180)."
vertical=entertainment,product_zone_coverage,overall_ctr,-0.07551923952972373,0.07551923952972373,180,0,"In vertical=entertainment, higher product_zone_coverage is associated with lower overall_ctr (spearman=-0.076, n=180)."
vertical=ecommerce,cta_headline_distance,perf_score,0.07532104744635851,0.07532104744635851,180,0,"In vertical=ecommerce, higher cta_headline_distance is associated with higher perf_score (spearman=0.075, n=180)."
vertical=gaming,badge_in_top_right,ctr_decay_pct,-0.07522870838154914,0.07522870838154914,180,0,"In vertical=gaming, higher badge_in_top_right is associated with lower ctr_decay_pct (spearman=-0.075, n=180)."
vertical=travel,middle_zone_element_count,overall_cvr,-0.07494691609603518,0.07494691609603518,180,0,"In vertical=travel, higher middle_zone_element_count is associated with lower overall_cvr (spearman=-0.075, n=180)."
vertical=fintech,top_zone_element_count,overall_cvr,0.07486111143990302,0.07486111143990302,180,0,"In vertical=fintech, higher top_zone_element_count is associated with higher overall_cvr (spearman=0.075, n=180)."
vertical=travel,product_zone_coverage,overall_roas,0.07483277178590722,0.07483277178590722,180,0,"In vertical=travel, higher product_zone_coverage is associated with higher overall_roas (spearman=0.075, n=180)."
vertical=fintech,has_price_text,perf_score,0.07465524812648949,0.07465524812648949,180,0,"In vertical=fintech, higher has_price_text is associated with higher perf_score (spearman=0.075, n=180)."
vertical=entertainment,has_promo_text,cvr_decay_pct,-0.07448878862720328,0.07448878862720328,180,0,"In vertical=entertainment, higher has_promo_text is associated with lower cvr_decay_pct (spearman=-0.074, n=180)."
vertical=food_delivery,has_price_meta,ctr_decay_pct,-0.07437895493660746,0.07437895493660746,180,0,"In vertical=food_delivery, higher has_price_meta is associated with lower ctr_decay_pct (spearman=-0.074, n=180)."
vertical=gaming,headline_y_relative,perf_score,-0.07404927227903899,0.07404927227903899,180,0,"In vertical=gaming, higher headline_y_relative is associated with lower perf_score (spearman=-0.074, n=180)."
vertical=fintech,ocr_element_count,ctr_decay_pct,-0.07393751230514861,0.07393751230514861,180,0,"In vertical=fintech, higher ocr_element_count is associated with lower ctr_decay_pct (spearman=-0.074, n=180)."
vertical=ecommerce,image_aspect_ratio,overall_cvr,-0.07352097582635751,0.07352097582635751,180,0,"In vertical=ecommerce, higher image_aspect_ratio is associated with lower overall_cvr (spearman=-0.074, n=180)."
vertical=ecommerce,bottom_zone_element_count,ctr_decay_pct,0.07341458846649691,0.07341458846649691,180,0,"In vertical=ecommerce, higher bottom_zone_element_count is associated with higher ctr_decay_pct (spearman=0.073, n=180)."
vertical=fintech,grounded_element_count,overall_ctr,-0.07339055056838191,0.07339055056838191,180,0,"In vertical=fintech, higher grounded_element_count is associated with lower overall_ctr (spearman=-0.073, n=180)."
all,middle_zone_element_count,perf_score,0.07337892363423076,0.07337892363423076,1080,0,"In all, higher middle_zone_element_count is associated with higher perf_score (spearman=0.073, n=1080)."
vertical=entertainment,has_price_text,cvr_decay_pct,0.07306088377781572,0.07306088377781572,180,0,"In vertical=entertainment, higher has_price_text is associated with higher cvr_decay_pct (spearman=0.073, n=180)."
vertical=entertainment,has_price_meta,cvr_decay_pct,0.07306088377781572,0.07306088377781572,180,0,"In vertical=entertainment, higher has_price_meta is associated with higher cvr_decay_pct (spearman=0.073, n=180)."
vertical=ecommerce,subhead_y_relative,perf_score,-0.07305009139532995,0.07305009139532995,180,0,"In vertical=ecommerce, higher subhead_y_relative is associated with lower perf_score (spearman=-0.073, n=180)."
vertical=fintech,badge_y_relative,perf_score,0.07290748921552488,0.07290748921552488,180,0,"In vertical=fintech, higher badge_y_relative is associated with higher perf_score (spearman=0.073, n=180)."
vertical=fintech,has_discount_text,cvr_decay_pct,-0.0727738401151863,0.0727738401151863,180,0,"In vertical=fintech, higher has_discount_text is associated with lower cvr_decay_pct (spearman=-0.073, n=180)."
vertical=gaming,has_price_text,overall_roas,0.07272412445320356,0.07272412445320356,180,0,"In vertical=gaming, higher has_price_text is associated with higher overall_roas (spearman=0.073, n=180)."
vertical=gaming,has_price_meta,overall_roas,0.07272412445320356,0.07272412445320356,180,0,"In vertical=gaming, higher has_price_meta is associated with higher overall_roas (spearman=0.073, n=180)."
all,text_area_total_rel,overall_cvr,0.0726659765861186,0.0726659765861186,1080,0,"In all, higher text_area_total_rel is associated with higher overall_cvr (spearman=0.073, n=1080)."
vertical=gaming,has_price_text,ctr_decay_pct,0.07217108928625905,0.07217108928625905,180,0,"In vertical=gaming, higher has_price_text is associated with higher ctr_decay_pct (spearman=0.072, n=180)."
vertical=gaming,has_price_meta,ctr_decay_pct,0.07217108928625905,0.07217108928625905,180,0,"In vertical=gaming, higher has_price_meta is associated with higher ctr_decay_pct (spearman=0.072, n=180)."
vertical=gaming,cta_x_relative,cvr_decay_pct,0.07179452746893993,0.07179452746893993,180,0,"In vertical=gaming, higher cta_x_relative is associated with higher cvr_decay_pct (spearman=0.072, n=180)."
vertical=ecommerce,badge_y_relative,overall_ipm,0.07176312383061925,0.07176312383061925,180,0,"In vertical=ecommerce, higher badge_y_relative is associated with higher overall_ipm (spearman=0.072, n=180)."
vertical=food_delivery,has_discount_badge_meta,overall_ipm,0.07162770612364391,0.07162770612364391,180,0,"In vertical=food_delivery, higher has_discount_badge_meta is associated with higher overall_ipm (spearman=0.072, n=180)."
vertical=fintech,text_density_meta,overall_cvr,0.0710597539458496,0.0710597539458496,180,0,"In vertical=fintech, higher text_density_meta is associated with higher overall_cvr (spearman=0.071, n=180)."
vertical=gaming,cta_headline_distance,cvr_decay_pct,-0.07099336838536992,0.07099336838536992,180,0,"In vertical=gaming, higher cta_headline_distance is associated with lower cvr_decay_pct (spearman=-0.071, n=180)."
all,has_promo_text,ctr_decay_pct,-0.07097289608094035,0.07097289608094035,1080,0,"In all, higher has_promo_text is associated with lower ctr_decay_pct (spearman=-0.071, n=1080)."
vertical=ecommerce,has_price_meta,perf_score,0.07037152875897874,0.07037152875897874,180,0,"In vertical=ecommerce, higher has_price_meta is associated with higher perf_score (spearman=0.070, n=180)."
all,grounded_element_count,ctr_decay_pct,0.07027655304078334,0.07027655304078334,1080,0,"In all, higher grounded_element_count is associated with higher ctr_decay_pct (spearman=0.070, n=1080)."
vertical=fintech,text_density_meta,ctr_decay_pct,-0.07005659373304711,0.07005659373304711,180,0,"In vertical=fintech, higher text_density_meta is associated with lower ctr_decay_pct (spearman=-0.070, n=180)."
vertical=gaming,bottom_zone_element_count,overall_ctr,0.07004052159661472,0.07004052159661472,180,0,"In vertical=gaming, higher bottom_zone_element_count is associated with higher overall_ctr (spearman=0.070, n=180)."
vertical=entertainment,headline_area_relative,overall_cvr,-0.06988397447864363,0.06988397447864363,180,0,"In vertical=entertainment, higher headline_area_relative is associated with lower overall_cvr (spearman=-0.070, n=180)."
vertical=ecommerce,cta_y_relative,overall_cvr,0.0698408198798482,0.0698408198798482,180,0,"In vertical=ecommerce, higher cta_y_relative is associated with higher overall_cvr (spearman=0.070, n=180)."
vertical=fintech,product_zone_coverage,perf_score,-0.0697657874869713,0.0697657874869713,180,0,"In vertical=fintech, higher product_zone_coverage is associated with lower perf_score (spearman=-0.070, n=180)."
vertical=entertainment,product_zone_coverage,ctr_decay_pct,0.06976539270841145,0.06976539270841145,180,0,"In vertical=entertainment, higher product_zone_coverage is associated with higher ctr_decay_pct (spearman=0.070, n=180)."
vertical=entertainment,has_promo_text,ctr_decay_pct,-0.06956567903402605,0.06956567903402605,180,0,"In vertical=entertainment, higher has_promo_text is associated with lower ctr_decay_pct (spearman=-0.070, n=180)."
vertical=entertainment,has_discount_badge_meta,overall_cvr,-0.0694089570344298,0.0694089570344298,180,0,"In vertical=entertainment, higher has_discount_badge_meta is associated with lower overall_cvr (spearman=-0.069, n=180)."
vertical=fintech,badge_in_top_right,ctr_decay_pct,0.06940591345153649,0.06940591345153649,180,0,"In vertical=fintech, higher badge_in_top_right is associated with higher ctr_decay_pct (spearman=0.069, n=180)."
vertical=food_delivery,brand_visibility_meta,overall_ctr,-0.06919967015720835,0.06919967015720835,180,0,"In vertical=food_delivery, higher brand_visibility_meta is associated with lower overall_ctr (spearman=-0.069, n=180)."
vertical=ecommerce,has_promo_text,overall_roas,0.06909276294411584,0.06909276294411584,180,0,"In vertical=ecommerce, higher has_promo_text is associated with higher overall_roas (spearman=0.069, n=180)."
vertical=food_delivery,headline_y_relative,overall_ipm,-0.06888589881539439,0.06888589881539439,180,0,"In vertical=food_delivery, higher headline_y_relative is associated with lower overall_ipm (spearman=-0.069, n=180)."
vertical=travel,cta_area_relative,cvr_decay_pct,0.06861295497553163,0.06861295497553163,180,0,"In vertical=travel, higher cta_area_relative is associated with higher cvr_decay_pct (spearman=0.069, n=180)."
vertical=fintech,badge_y_relative,overall_ipm,0.0684648870542256,0.0684648870542256,180,0,"In vertical=fintech, higher badge_y_relative is associated with higher overall_ipm (spearman=0.068, n=180)."
vertical=ecommerce,has_discount_text,perf_score,0.06781418673270999,0.06781418673270999,180,0,"In vertical=ecommerce, higher has_discount_text is associated with higher perf_score (spearman=0.068, n=180)."
vertical=fintech,badge_in_top_right,overall_cvr,-0.06774680795070294,0.06774680795070294,180,0,"In vertical=fintech, higher badge_in_top_right is associated with lower overall_cvr (spearman=-0.068, n=180)."
vertical=entertainment,subhead_y_relative,cvr_decay_pct,-0.06759860547538761,0.06759860547538761,180,0,"In vertical=entertainment, higher subhead_y_relative is associated with lower cvr_decay_pct (spearman=-0.068, n=180)."
vertical=gaming,cta_y_relative,overall_ipm,-0.06750813624028214,0.06750813624028214,180,0,"In vertical=gaming, higher cta_y_relative is associated with lower overall_ipm (spearman=-0.068, n=180)."
vertical=gaming,has_discount_text,overall_roas,0.0673606223263811,0.0673606223263811,180,0,"In vertical=gaming, higher has_discount_text is associated with higher overall_roas (spearman=0.067, n=180)."
vertical=gaming,bottom_zone_element_count,perf_score,0.06718732992767491,0.06718732992767491,180,0,"In vertical=gaming, higher bottom_zone_element_count is associated with higher perf_score (spearman=0.067, n=180)."
vertical=gaming,has_discount_text,ctr_decay_pct,0.0671364605216344,0.0671364605216344,180,0,"In vertical=gaming, higher has_discount_text is associated with higher ctr_decay_pct (spearman=0.067, n=180)."
vertical=fintech,bottom_zone_element_count,ctr_decay_pct,0.06706731328085047,0.06706731328085047,180,0,"In vertical=fintech, higher bottom_zone_element_count is associated with higher ctr_decay_pct (spearman=0.067, n=180)."
vertical=gaming,bottom_zone_element_count,overall_roas,0.06692760952565406,0.06692760952565406,180,0,"In vertical=gaming, higher bottom_zone_element_count is associated with higher overall_roas (spearman=0.067, n=180)."
vertical=travel,text_density_meta,cvr_decay_pct,0.06689785272963425,0.06689785272963425,180,0,"In vertical=travel, higher text_density_meta is associated with higher cvr_decay_pct (spearman=0.067, n=180)."
vertical=fintech,product_zone_coverage,overall_ipm,-0.0668884692977553,0.0668884692977553,180,0,"In vertical=fintech, higher product_zone_coverage is associated with lower overall_ipm (spearman=-0.067, n=180)."
vertical=travel,middle_zone_element_count,cvr_decay_pct,0.06683698860803138,0.06683698860803138,180,0,"In vertical=travel, higher middle_zone_element_count is associated with higher cvr_decay_pct (spearman=0.067, n=180)."
vertical=entertainment,has_discount_text,overall_ctr,0.0667024092174596,0.0667024092174596,180,0,"In vertical=entertainment, higher has_discount_text is associated with higher overall_ctr (spearman=0.067, n=180)."
vertical=ecommerce,headline_y_relative,perf_score,-0.06668379943925908,0.06668379943925908,180,0,"In vertical=ecommerce, higher headline_y_relative is associated with lower perf_score (spearman=-0.067, n=180)."
vertical=fintech,has_price_meta,overall_roas,-0.06627207109347598,0.06627207109347598,180,0,"In vertical=fintech, higher has_price_meta is associated with lower overall_roas (spearman=-0.066, n=180)."
vertical=food_delivery,has_discount_text,overall_roas,-0.06613496558383078,0.06613496558383078,180,0,"In vertical=food_delivery, higher has_discount_text is associated with lower overall_roas (spearman=-0.066, n=180)."
vertical=ecommerce,has_discount_text,overall_cvr,0.06612346030725563,0.06612346030725563,180,0,"In vertical=ecommerce, higher has_discount_text is associated with higher overall_cvr (spearman=0.066, n=180)."
vertical=entertainment,top_zone_element_count,overall_ipm,0.06604772530411578,0.06604772530411578,180,0,"In vertical=entertainment, higher top_zone_element_count is associated with higher overall_ipm (spearman=0.066, n=180)."
vertical=entertainment,middle_zone_element_count,overall_roas,-0.06600652145688207,0.06600652145688207,180,0,"In vertical=entertainment, higher middle_zone_element_count is associated with lower overall_roas (spearman=-0.066, n=180)."
vertical=entertainment,top_zone_element_count,overall_roas,-0.0659767204792594,0.0659767204792594,180,0,"In vertical=entertainment, higher top_zone_element_count is associated with lower overall_roas (spearman=-0.066, n=180)."
vertical=food_delivery,cta_y_relative,overall_ctr,0.0655347559481337,0.0655347559481337,180,0,"In vertical=food_delivery, higher cta_y_relative is associated with higher overall_ctr (spearman=0.066, n=180)."
vertical=fintech,has_price_text,overall_roas,0.06539356137502503,0.06539356137502503,180,0,"In vertical=fintech, higher has_price_text is associated with higher overall_roas (spearman=0.065, n=180)."
vertical=food_delivery,text_area_total_rel,overall_ctr,0.06526333117277282,0.06526333117277282,180,0,"In vertical=food_delivery, higher text_area_total_rel is associated with higher overall_ctr (spearman=0.065, n=180)."
all,product_zone_coverage,cvr_decay_pct,0.06508599921986168,0.06508599921986168,1080,0,"In all, higher product_zone_coverage is associated with higher cvr_decay_pct (spearman=0.065, n=1080)."
vertical=entertainment,cta_x_relative,overall_roas,-0.06493988881474788,0.06493988881474788,180,0,"In vertical=entertainment, higher cta_x_relative is associated with lower overall_roas (spearman=-0.065, n=180)."
vertical=ecommerce,product_zone_coverage,overall_ipm,-0.06471227122482663,0.06471227122482663,180,0,"In vertical=ecommerce, higher product_zone_coverage is associated with lower overall_ipm (spearman=-0.065, n=180)."
vertical=fintech,subhead_y_relative,ctr_decay_pct,0.0645018328440337,0.0645018328440337,180,0,"In vertical=fintech, higher subhead_y_relative is associated with higher ctr_decay_pct (spearman=0.065, n=180)."
vertical=gaming,text_area_total_rel,cvr_decay_pct,-0.06429622313445889,0.06429622313445889,180,0,"In vertical=gaming, higher text_area_total_rel is associated with lower cvr_decay_pct (spearman=-0.064, n=180)."
vertical=fintech,cta_y_relative,overall_ipm,0.06406150865856931,0.06406150865856931,180,0,"In vertical=fintech, higher cta_y_relative is associated with higher overall_ipm (spearman=0.064, n=180)."
vertical=ecommerce,avg_text_area_rel,overall_ipm,0.06401432142967375,0.06401432142967375,180,0,"In vertical=ecommerce, higher avg_text_area_rel is associated with higher overall_ipm (spearman=0.064, n=180)."
vertical=food_delivery,headline_y_relative,overall_cvr,0.06396687496318669,0.06396687496318669,180,0,"In vertical=food_delivery, higher headline_y_relative is associated with higher overall_cvr (spearman=0.064, n=180)."
vertical=entertainment,brand_visibility_meta,overall_ctr,0.06393396409554168,0.06393396409554168,180,0,"In vertical=entertainment, higher brand_visibility_meta is associated with higher overall_ctr (spearman=0.064, n=180)."
vertical=gaming,cta_x_relative,overall_ipm,0.06374950651599941,0.06374950651599941,180,0,"In vertical=gaming, higher cta_x_relative is associated with higher overall_ipm (spearman=0.064, n=180)."
vertical=gaming,bottom_text_ratio,overall_roas,0.06373999259738103,0.06373999259738103,180,0,"In vertical=gaming, higher bottom_text_ratio is associated with higher overall_roas (spearman=0.064, n=180)."
vertical=fintech,has_promo_text,cvr_decay_pct,-0.06323376146007259,0.06323376146007259,180,0,"In vertical=fintech, higher has_promo_text is associated with lower cvr_decay_pct (spearman=-0.063, n=180)."
vertical=ecommerce,badge_y_relative,overall_roas,0.06289707462623971,0.06289707462623971,180,0,"In vertical=ecommerce, higher badge_y_relative is associated with higher overall_roas (spearman=0.063, n=180)."
vertical=fintech,avg_text_area_rel,ctr_decay_pct,-0.06283839153389904,0.06283839153389904,180,0,"In vertical=fintech, higher avg_text_area_rel is associated with lower ctr_decay_pct (spearman=-0.063, n=180)."
vertical=entertainment,badge_in_top_right,overall_cvr,-0.06278387358743646,0.06278387358743646,180,0,"In vertical=entertainment, higher badge_in_top_right is associated with lower overall_cvr (spearman=-0.063, n=180)."
vertical=food_delivery,has_price_text,ctr_decay_pct,-0.06259355855002366,0.06259355855002366,180,0,"In vertical=food_delivery, higher has_price_text is associated with lower ctr_decay_pct (spearman=-0.063, n=180)."
vertical=travel,badge_y_relative,cvr_decay_pct,-0.06256873538166388,0.06256873538166388,180,0,"In vertical=travel, higher badge_y_relative is associated with lower cvr_decay_pct (spearman=-0.063, n=180)."
vertical=ecommerce,badge_y_relative,cvr_decay_pct,-0.06256462351258582,0.06256462351258582,180,0,"In vertical=ecommerce, higher badge_y_relative is associated with lower cvr_decay_pct (spearman=-0.063, n=180)."
vertical=gaming,ocr_element_count,cvr_decay_pct,-0.06254329394221356,0.06254329394221356,180,0,"In vertical=gaming, higher ocr_element_count is associated with lower cvr_decay_pct (spearman=-0.063, n=180)."
vertical=ecommerce,has_promo_text,perf_score,0.06254092735429692,0.06254092735429692,180,0,"In vertical=ecommerce, higher has_promo_text is associated with higher perf_score (spearman=0.063, n=180)."
all,grounded_element_count,overall_ctr,-0.062437406690502885,0.062437406690502885,1080,0,"In all, higher grounded_element_count is associated with lower overall_ctr (spearman=-0.062, n=1080)."
vertical=food_delivery,middle_zone_element_count,perf_score,0.0619909034848026,0.0619909034848026,180,0,"In vertical=food_delivery, higher middle_zone_element_count is associated with higher perf_score (spearman=0.062, n=180)."
vertical=ecommerce,cta_area_relative,ctr_decay_pct,0.06198493171102357,0.06198493171102357,180,0,"In vertical=ecommerce, higher cta_area_relative is associated with higher ctr_decay_pct (spearman=0.062, n=180)."
vertical=food_delivery,image_aspect_ratio,overall_ipm,-0.061778792469197985,0.061778792469197985,180,0,"In vertical=food_delivery, higher image_aspect_ratio is associated with lower overall_ipm (spearman=-0.062, n=180)."
vertical=travel,image_aspect_ratio,overall_cvr,-0.061716216962782545,0.061716216962782545,180,0,"In vertical=travel, higher image_aspect_ratio is associated with lower overall_cvr (spearman=-0.062, n=180)."
vertical=ecommerce,text_density_meta,overall_roas,-0.06147999117676593,0.06147999117676593,180,0,"In vertical=ecommerce, higher text_density_meta is associated with lower overall_roas (spearman=-0.061, n=180)."
vertical=ecommerce,badge_in_top_right,overall_cvr,-0.06138537293267844,0.06138537293267844,180,0,"In vertical=ecommerce, higher badge_in_top_right is associated with lower overall_cvr (spearman=-0.061, n=180)."
all,badge_in_top_right,overall_ipm,-0.06123717317110622,0.06123717317110622,1080,0,"In all, higher badge_in_top_right is associated with lower overall_ipm (spearman=-0.061, n=1080)."
vertical=food_delivery,badge_y_relative,overall_ipm,-0.061043329501572936,0.061043329501572936,180,0,"In vertical=food_delivery, higher badge_y_relative is associated with lower overall_ipm (spearman=-0.061, n=180)."
all,headline_area_relative,overall_ipm,-0.061021425262412186,0.061021425262412186,1080,0,"In all, higher headline_area_relative is associated with lower overall_ipm (spearman=-0.061, n=1080)."
vertical=gaming,headline_y_relative,ctr_decay_pct,0.060975627007824454,0.060975627007824454,180,0,"In vertical=gaming, higher headline_y_relative is associated with higher ctr_decay_pct (spearman=0.061, n=180)."
vertical=ecommerce,brand_visibility_meta,ctr_decay_pct,0.0605783748770139,0.0605783748770139,180,0,"In vertical=ecommerce, higher brand_visibility_meta is associated with higher ctr_decay_pct (spearman=0.061, n=180)."
vertical=entertainment,grounded_element_count,overall_cvr,-0.060537422358302256,0.060537422358302256,180,0,"In vertical=entertainment, higher grounded_element_count is associated with lower overall_cvr (spearman=-0.061, n=180)."
vertical=food_delivery,top_zone_element_count,overall_roas,0.060442809671423035,0.060442809671423035,180,0,"In vertical=food_delivery, higher top_zone_element_count is associated with higher overall_roas (spearman=0.060, n=180)."
vertical=gaming,text_density_meta,ctr_decay_pct,0.0603685682248863,0.0603685682248863,180,0,"In vertical=gaming, higher text_density_meta is associated with higher ctr_decay_pct (spearman=0.060, n=180)."
all,has_discount_text,perf_score,-0.060233044550471626,0.060233044550471626,1080,0,"In all, higher has_discount_text is associated with lower perf_score (spearman=-0.060, n=1080)."
vertical=ecommerce,logo_in_top_left,cvr_decay_pct,-0.0601952709443001,0.0601952709443001,180,0,"In vertical=ecommerce, higher logo_in_top_left is associated with lower cvr_decay_pct (spearman=-0.060, n=180)."
vertical=food_delivery,logo_in_top_left,cvr_decay_pct,0.06014822845162092,0.06014822845162092,180,0,"In vertical=food_delivery, higher logo_in_top_left is associated with higher cvr_decay_pct (spearman=0.060, n=180)."
vertical=ecommerce,has_discount_text,ctr_decay_pct,-0.060112236642959664,0.060112236642959664,180,0,"In vertical=ecommerce, higher has_discount_text is associated with lower ctr_decay_pct (spearman=-0.060, n=180)."
vertical=ecommerce,has_price_meta,cvr_decay_pct,0.05938363247053526,0.05938363247053526,180,0,"In vertical=ecommerce, higher has_price_meta is associated with higher cvr_decay_pct (spearman=0.059, n=180)."
vertical=food_delivery,headline_area_relative,cvr_decay_pct,-0.059342580354424954,0.059342580354424954,180,0,"In vertical=food_delivery, higher headline_area_relative is associated with lower cvr_decay_pct (spearman=-0.059, n=180)."
vertical=ecommerce,headline_y_relative,overall_cvr,0.059299259736136326,0.059299259736136326,180,0,"In vertical=ecommerce, higher headline_y_relative is associated with higher overall_cvr (spearman=0.059, n=180)."
